"x","f_true","mu","lo","up"
0.767676767676768,0.935641759046601,0.964730084801884,0.883259982221312,1.04684584563366
0.777777777777778,0.941463097125632,0.970815668425314,0.88920181533487,1.05107648543263
0.787878787878788,0.946787829226089,0.975807732001502,0.893698612865216,1.05609607856628
0.797979797979798,0.951653077280102,0.979908702752372,0.901311129390588,1.06510297659877
0.808080808080808,0.956094118850061,0.983321410249894,0.906019717279953,1.07128021778288
0.818181818181818,0.96014430105411,0.986234829624516,0.908743511498303,1.07469479831548
0.828282828282828,0.963834998779812,0.988814466128367,0.908185846515481,1.07503603822785
0.838383838383838,0.967195609090057,0.991197281685526,0.909794736013169,1.07600527772992
0.848484848484849,0.970253574615926,0.993490180254757,0.912087068081433,1.07934588932499
0.858585858585859,0.97303442963191,0.995770803276789,0.912324623102843,1.08069086234379
0.868686868686869,0.975561863381667,0.998089720411942,0.918328261682393,1.08744721164344
0.878787878787879,0.977857796041868,1.00047368701781,0.918794406232016,1.08926256651571
0.888888888888889,0.97994246346215,1.00293004676117,0.916591026265604,1.08990079921421
0.898989898989899,0.981834507492844,1.00545234103561,0.92335305383883,1.09630818578211
0.909090909090909,0.983551069306582,1.0080267957022,0.925130385195155,1.09927786825926
0.919191919191919,0.98510788363674,1.01063884370338,0.91671949850445,1.09917714766258
0.929292929292929,0.986519372299154,1.0132784945306,0.917122202657671,1.10356893742621
0.939393939393939,0.987798735739364,1.01594336753837,0.917768187435323,1.10816658648242
0.94949494949495,0.988958041662505,1.0186386237056,0.923703454496249,1.11601699225872
0.95959595959596,0.990008310063792,1.02137380394185,0.925724985327516,1.12244797297113
0.96969696969697,0.990959594191067,1.02415754696422,0.915954622114081,1.11779069748017
0.97979797979798,0.991821057143718,1.02699202077969,0.918619565396324,1.12361247314981
0.98989898989899,0.99260104395028,1.02986925510469,0.919957408995154,1.12944175179693
1,0.993307149075715,1.03277106119282,0.924609875382198,1.13767714999268
