"x","y_true","lo","hi","mean"
0,0,-0.483298256076987,0.88570742007795,0.339014078076625
0.202020202020202,0.202020202020202,-0.255355822991707,1.01472684908724,0.535283153115341
0.404040404040404,0.404040404040404,0.0067255479598094,1.20066186182653,0.728553530482579
0.606060606060606,0.606060606060606,0.335393892926316,1.43051066394379,0.92096387011147
0.808080808080808,0.808080808080808,0.440542885321001,1.48410363702413,1.11488553349948
1.01010101010101,1.01010101010101,0.767545000409926,1.74753706760981,1.31227678298303
1.21212121212121,1.21212121212121,1.03539501634113,1.95070197931782,1.51407273284143
1.41414141414141,1.41414141414141,1.2694548163674,2.13486544477446,1.71974139944586
1.61616161616162,1.61616161616162,1.50506129843886,2.3322678104884,1.92721299536106
1.81818181818182,1.81818181818182,1.65009609041052,2.43932509620115,2.13329362903019
2.02020202020202,2.02020202020202,1.89608480400075,2.63625017998847,2.33441984854359
2.22222222222222,2.22222222222222,2.12249441999012,2.8397503772518,2.52742256860508
2.42424242424242,2.42424242424242,2.32412476490403,3.0372764825218,2.71001376245935
2.62626262626263,2.62626262626263,2.49026840309896,3.22400008157924,2.88089880539693
2.82828282828283,2.82828282828283,2.63340293791687,3.38316146649919,3.03958601223915
3.03030303030303,3.03030303030303,2.72456557468933,3.51097796887244,3.18607912089864
3.23232323232323,3.23232323232323,2.8616119742563,3.68394586409082,3.32069592795574
3.43434343434343,3.43434343434343,2.98649225531744,3.81179412393531,3.44416026781817
3.63636363636364,3.63636363636364,3.08449097024321,3.93441237920058,3.55784462923868
3.83838383838384,3.83838383838384,3.17838483181108,4.04685139611834,3.6638322956009
4.04040404040404,4.04040404040404,3.25846176409107,4.13636224997003,3.7645736813049
4.24242424242424,4.24242424242424,3.32510418539645,4.22112700065979,3.86223213424029
4.44444444444444,4.44444444444444,3.42130030066844,4.32524460368238,3.9580361704406
4.64646464646465,4.64646464646465,3.54577048816113,4.42808572125368,4.05194661448923
4.84848484848485,4.84848484848485,3.65236588294908,4.50486238049906,4.14277342202715
5.05050505050505,5,3.75726428188289,4.57295891734701,4.22864590545514
5.25252525252525,5,3.84704110251986,4.63677065168134,4.30758413046392
5.45454545454545,5,3.94905282435439,4.6961541314453,4.37792713222284
5.65656565656566,5,4.01983953365522,4.71783651725736,4.438518003496
5.85858585858586,5,4.1395526375252,4.79807241836256,4.48872402017072
6.06060606060606,5,4.18524328779477,4.79877371322106,4.52845439075079
6.26262626262626,5,4.23204277527418,4.81485598870672,4.55825326696755
6.46464646464646,5,4.27829385941578,4.8324624238273,4.57937057498349
6.66666666666667,5,4.32297735743131,4.84360586135509,4.5936443586211
6.86868686868687,5,4.34983706926307,4.8523982372154,4.6031625321062
7.07070707070707,5,4.36544081038905,4.85989589692077,4.60985997104097
7.27272727272727,5,4.38320501598093,4.86856339178115,4.61523760283949
7.47474747474747,5,4.37603708253884,4.85999739234159,4.62026873743683
7.67676767676768,5,4.38472180007223,4.86509369898536,4.62544756623178
7.87878787878788,5,4.3886832774557,4.86399719822403,4.63091542605843
8.08080808080808,5,4.3956198099804,4.87623935667365,4.63662165213548
8.28282828282828,5,4.43067828597471,4.91636778168038,4.64247734238037
8.48484848484848,5,4.41776717044918,4.90647666645061,4.64845362447554
8.68686868686869,5,4.42436067632885,4.91371025356934,4.65460678732138
8.88888888888889,5,4.43433083375877,4.93709974413048,4.66106818165895
9.09090909090909,5,4.44668089646249,4.95605418224515,4.66804615635321
9.29292929292929,5,4.45648890551199,4.97038770895006,4.67582524357644
9.49494949494949,5,4.45784265060186,4.98012804202588,4.68468277219058
9.6969696969697,5,4.46769471050379,4.98726266849133,4.6946789295302
9.8989898989899,5,4.47941443572825,4.99504757422986,4.70543170726677
10.1010101010101,5,4.48409256794663,5.00195644864998,4.71609776979587
10.3030303030303,5,4.4950150537133,5.01472737904169,4.7256551763431
10.5050505050505,5,4.49831276984215,5.02856264173551,4.73332229607825
10.7070707070707,5,4.47446212442386,5.00643322599571,4.73883830099761
10.9090909090909,5,4.47729519486358,5.01304871937112,4.74246073608694
11.1111111111111,5,4.51596394605218,5.05890435190663,4.7447420593544
11.3131313131313,5,4.52027533883796,5.06790192016518,4.74626091346221
11.5151515151515,5,4.52049841517479,5.07230525539638,4.74745906247439
11.7171717171717,5,4.52066499935968,5.07257652769958,4.748634651907
11.9191919191919,5,4.52124195532245,5.07440298786416,4.75005595181618
12.1212121212121,5,4.52152711830958,5.0797506295973,4.75211956864706
12.3232323232323,5,4.53105252180205,5.08605719967334,4.75547127797146
12.5252525252525,5,4.53724858316626,5.09544757750152,4.76102654896793
12.7272727272727,5,4.54300522897623,5.10144917517466,4.7698703101346
12.9292929292929,5,4.51094407836191,5.0710137833091,4.78307301575494
13.1313131313131,5,4.55768560533247,5.11297689653213,4.80149867320362
13.3333333333333,5,4.57245215876764,5.11659708697656,4.8256725670318
13.5353535353535,5,4.61073354157147,5.14502162712899,4.85575357105864
13.7373737373737,5,4.66642522468615,5.20432487871236,4.89165365882616
13.9393939393939,5,4.70284847047026,5.24134006614608,4.93332606501675
14.1414141414141,5,4.73546130210824,5.28913910985133,4.9811611124769
14.3434343434343,5,4.79402078400264,5.3708441364653,5.03634272222909
14.5454545454545,5,4.85167583509027,5.45438426579899,5.10101324809743
14.7474747474747,5,4.92310410234046,5.55316619443496,5.178149378758
14.9494949494949,5,5.00942103877057,5.67181057779384,5.27109812262806
15.1515151515152,5.15151515151515,5.10614224470332,5.78964826214928,5.38277262822638
15.3535353535354,5.35353535353535,5.23915553713327,5.93166978805821,5.51463473513382
